zip_part	map	page	images	categories
4	Thrill	https://counterstrike.fandom.com/wiki/Thrill	Image; Radar; Logo	Community Bomb maps; Operation Hydra maps
4	Thunder	https://counterstrike.fandom.com/wiki/Thunder	Image; Radar	Community Hostage maps; Operation Payback maps; Operation Phoenix maps; Counter-Strike cut maps
4	Tides	https://counterstrike.fandom.com/wiki/Tides	Image	Counter-Strike (Xbox) Bomb maps; Counter-Strike: Condition Zero Bomb maps; Counter-Strike: Source Bomb maps
4	Tire	https://counterstrike.fandom.com/wiki/Tire	Image	Counter-Strike cut maps
4	Torn	https://counterstrike.fandom.com/wiki/Torn	Image	Counter-Strike Bomb maps; Counter-Strike: Condition Zero Bomb maps; Counter-Strike (Xbox) cut maps
4	Trailerpark	https://counterstrike.fandom.com/wiki/Trailerpark	Image	Counter-Strike: Condition Zero cut maps
4	Train	https://counterstrike.fandom.com/wiki/Train	Image; Upper Radar; Lower Radar; Logo	Counter-Strike 2 Bomb maps; Counter-Strike Bomb maps; Counter-Strike: Global Offensive Bomb maps; Counter-Strike: Source Bomb maps; Operation Vanguard maps; Defusal Group Sigma; Reserves Group; Retakes Group
4	Transit	https://counterstrike.fandom.com/wiki/Transit	Image; Radar	Counter-Strike 2 Community Wingman maps
4	Trinity	https://counterstrike.fandom.com/wiki/Trinity	Image	Counter-Strike cut maps; Escape maps
4	Truth	https://counterstrike.fandom.com/wiki/Truth	Image	Counter-Strike (Xbox) Bomb maps; Counter-Strike: Condition Zero Bomb maps
4	Truth (cut)	https://counterstrike.fandom.com/wiki/Truth_(cut)	Image	Counter-Strike: Condition Zero cut maps
4	Tulip	https://counterstrike.fandom.com/wiki/Tulip	Image; Radar	Community Bomb maps; Operation Wildfire maps
4	Tundra	https://counterstrike.fandom.com/wiki/Tundra	Image	Assassination maps; Counter-Strike cut maps
4	Tuscan	https://counterstrike.fandom.com/wiki/Tuscan	Image; Radar; Logo	Community Bomb maps; Counter-Strike Community maps
4	Vegas	https://counterstrike.fandom.com/wiki/Vegas	Image	Counter-Strike cut maps; Counter-Strike: Source cut maps
4	Vertigo	https://counterstrike.fandom.com/wiki/Vertigo	Image; Upper Radar; Lower Radar; Logo	Counter-Strike 2 Bomb maps; Counter-Strike Bomb maps; Counter-Strike: Condition Zero Bomb maps; Counter-Strike: Global Offensive Bomb maps; Defusal Group Sigma; Reserves Group; Retakes Group; Wingman Group
4	Vessel	https://counterstrike.fandom.com/wiki/Vessel	Image	Counter-Strike (Xbox) cut maps; Counter-Strike: Condition Zero cut maps
4	Vineyard	https://counterstrike.fandom.com/wiki/Vineyard	Image; Radar; Logo	Community Danger Zone maps; Danger Zone maps; Danger Zone Group
4	Vostok	https://counterstrike.fandom.com/wiki/Vostok	Image	Counter-Strike (Xbox) Bomb maps; Counter-Strike: Condition Zero Bomb maps
4	Warden	https://counterstrike.fandom.com/wiki/Warden	Image; Radar; Logo	Counter-Strike 2 Community Bomb maps
4	Weapons Course	https://counterstrike.fandom.com/wiki/Weapons_Course	Image	Training maps
4	Whistle	https://counterstrike.fandom.com/wiki/Whistle	Image; Radar; Logo	Counter-Strike 2 Community Wingman maps
4	Workout	https://counterstrike.fandom.com/wiki/Workout	Image; Radar; Logo	Community Hostage maps; Operation Vanguard maps; Counter-Strike: Global Offensive removed maps
4	Wpndepot	https://counterstrike.fandom.com/wiki/Wpndepot	Image	Counter-Strike cut maps
4	Zoo	https://counterstrike.fandom.com/wiki/Zoo	Image; Radar; Logo	Community Bomb maps; Operation Bloodhound maps; Counter-Strike: Global Offensive removed maps
4	Zoption	https://counterstrike.fandom.com/wiki/Zoption	Image	Counter-Strike cut maps
-	Venice	https://counterstrike.fandom.com/wiki/Venice	(no infobox image on wiki)	Counter-Strike cut maps
-	Embassy	https://counterstrike.fandom.com/wiki/Embassy	(no infobox image on wiki)	Counter-Strike: Global Offensive cut maps
-	Glass	https://counterstrike.fandom.com/wiki/Glass	(no infobox image on wiki)	Counter-Strike: Global Offensive cut maps
-	Baloney	https://counterstrike.fandom.com/wiki/Baloney	(no infobox image on wiki)	Counter-Strike: Global Offensive cut maps
-	Tvstation	https://counterstrike.fandom.com/wiki/Tvstation	(no infobox image on wiki)	Counter-Strike: Global Offensive cut maps
-	Fall	https://counterstrike.fandom.com/wiki/Fall	(no infobox image on wiki)	Counter-Strike: Global Offensive cut maps
-	Winter	https://counterstrike.fandom.com/wiki/Winter	(no infobox image on wiki)	Counter-Strike: Global Offensive cut maps
-	Lighthouse	https://counterstrike.fandom.com/wiki/Lighthouse	(no infobox image on wiki)	Counter-Strike: Global Offensive cut maps
-	Greece	https://counterstrike.fandom.com/wiki/Greece	(no infobox image on wiki)	Counter-Strike: Global Offensive cut maps
